submitted_on,water_point_name,latitude,longitude,chlorination_rehab_date,community_mobilised,functional_status_before,rating_bolts_nuts,rating_compression_cone,rating_cylinder,rating_flapper,rating_footvalve_bobbin,rating_footvalve_body,rating_footvalve_oring,rating_fulcrum_pin,rating_fulcrum_bearings,rating_handle,rating_hanger_pin,rating_hanger_bearings,rating_head_bolt,rating_plunger_bobbin,rating_plunger_body,rating_plunger_useal,rating_pump_head_case,rating_pump_head_cover,rating_rising_main,rating_rising_centralisers,rating_rods,rating_rod_centralisers,rating_rodhanger,rating_rope,rating_socket,rating_steel_cone,rating_top_sleeve,rod_count,broken_parts_fished_out,broken_parts_comments,silt_observed,corrosion_observed,slime_observed,rising_main_length_m,rope_attached,photos_of_removed_parts,pedestal_condition,pedestal_firm,photos_of_civil_work,latrines_within_30m,latrines_within_100m,cemetery_within_30m,waste_dumps_within_30m,difficult_access_by_car,chlorination_done,parts_chlorinated,parts_chlorinated_unknown,borehole_depth_m,water_depth_m,chlorine_water_buckets,hth_dissolved_properly,chlorinated_parts_installed,replaced_rising_main_length_m,replaced_rod_count,replaced_bolts_nuts_tick,replaced_bolts_nuts_count,replaced_compression_cone_tick,replaced_compression_cone_count,replaced_cylinder_tick,replaced_cylinder_count,replaced_flapper_tick,replaced_flapper_count,replaced_footvalve_bobbin_tick,replaced_footvalve_bobbin_count,replaced_footvalve_body_tick,replaced_footvalve_body_count,replaced_footvalve_oring_tick,replaced_footvalve_oring_count,replaced_fulcrum_pin_tick,replaced_fulcrum_pin_count,replaced_fulcrum_bearings_tick,replaced_fulcrum_bearings_count,replaced_handle_tick,replaced_handle_count,replaced_hanger_pin_tick,replaced_hanger_pin_count,replaced_hanger_bearings_tick,replaced_hanger_bearings_count,replaced_head_bolt_tick,replaced_head_bolt_count,replaced_plunger_bobbin_tick,replaced_plunger_bobbin_count,replaced_plunger_body_tick,replaced_plunger_body_count,replaced_plunger_useal_tick,replaced_plunger_useal_count,replaced_pump_head_case_tick,replaced_pump_head_case_count,replaced_pump_head_cover_tick,replaced_pump_head_cover_count,replaced_rising_main_tick,replaced_rising_main_count,replaced_rising_centralisers_tick,replaced_rising_centralisers_count,replaced_rods_tick,replaced_rods_count,replaced_rod_centralisers_tick,replaced_rod_centralisers_count,replaced_rodhanger_tick,replaced_rodhanger_count,replaced_rope_tick,replaced_rope_count,replaced_socket_tick,replaced_socket_count,replaced_steel_cone_tick,replaced_steel_cone_count,replaced_top_sleeve_tick,replaced_top_sleeve_count,functionality_after,time_to_fill_20l_bucket,strokes_to_yield_water
15/06/2020,Likalawe borehole 2,-15.7700678,35.2192041,11/12/2019,Yes,Functional,2,2,2,3,3,2,3,2,2,3,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,3,3,9,No,"This borehole was functional but ecoli test was postive as such the borehole was opened for the clorination purpose only and not any rehabilitation.
This is the reason why there is no picture for the broken parts taken out from the borehole.",No,Yes,No,27,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/60c2e655bd714f018638ba0e365964ed; https://api.mwater.co/v3/images/c22088585fab402cb44b14afef5ce637,Yes,Yes,No,No,No,Yes,NA,NA,27,20,20,Yes,Yes,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,56.481,1
13/06/2019,Demula 2,-15.96276449,35.48011588,3/12/2019,Yes,Non-functional,2,2,2,2,2,3,2,2,2,2,2,2,3,5,5,5,2,2,2,3,3,2,2,2,2,2,3,10,Yes,"The borehole is not chlorinated because the pedestal need welding for it to pump water as all corners of the pedestal were broken. 
",Yes,No,Yes,31,Yes,https://api.mwater.co/v3/images/2feaaee174e54c118d8d7aec3fdee81e; https://api.mwater.co/v3/images/666541c328c649668d5daae121ebf95b; https://api.mwater.co/v3/images/8d8735b81ec34a189d806eb4de4ed4aa,Minimal Wear,Yes,https://api.mwater.co/v3/images/dc98a45d8d2f4647b47e6e56d4aede03; https://api.mwater.co/v3/images/bbc626882776475b8e66be8d23096238,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,50.8,1
14/06/2019,Mwana mvula 1,-15.97427093,35.47435502,5/12/2019,Yes,Non-functional,2,2,3,2,2,3,3,2,3,2,3,3,2,4,4,4,3,2,3,3,2,3,3,2,2,2,2,11,No,NA,No,No,No,33,Yes,https://api.mwater.co/v3/images/8e9c885bc1f94b8ea91070710f718c47,Minimal Wear,Yes,https://api.mwater.co/v3/images/8455dac9c4454eb6a45063dfc13227d0; https://api.mwater.co/v3/images/560956185a654658871bf39c25c525dc,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,33,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,57.412,1
5/7/2019,Nangasanja bolehole,-15.9009476,35.46294664,3/12/2019,Yes,Non-functional,2,2,2,2,3,2,2,2,2,3,2,3,2,3,3,5,2,2,3,2,2,2,2,2,3,2,2,12,Yes,The borehole is not chlorinated since it has a very poor yield due to very low water table. It is expected that water yield will stabilize as water table rises.,No,No,Yes,36,Yes,https://api.mwater.co/v3/images/99ba6a5eedbb4fcca5a6f8fa1513701b,Minimal Wear,Yes,https://api.mwater.co/v3/images/e0e0db81d2f4499aa8365d2e7a2c25a7; https://api.mwater.co/v3/images/83d97ed90d7b4181ad3ea4b56970de46,Yes,Yes,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,36,12,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,57.661,1
27/06/2019,Shaibu Water point 4,-15.8452618,35.4817112,10/12/2019,Yes,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The borehole has a been abandoned because it produces salty and mady water and most people have taps,NA,NA,NA,NA,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/20d49eb1a3a54433ac9def90c1354ead,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,48.986,2
25/06/2019,Tothoro water point 1,-15.8400826,35.4953243,12/12/2019,Yes,Functional,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,Missing,1,1,1,1,1,1,1,4,1,1,1,10,No,The borehole was in good condition after rehabilitation was done,No,No,No,3,Yes,https://api.mwater.co/v3/images/35b85635db3d45f8bdeae1fdeca1491e; https://api.mwater.co/v3/images/882e8ad9fda84c318dcae68e5109a982,Moderate Wear,Yes,https://api.mwater.co/v3/images/fd3305f3f1684c2993773d0c2da0feb6,No,Yes,No,No,No,Yes,NA,NA,27,25,25,Yes,Yes,0,0,NA,0,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,TRUE,1,TRUE,1,TRUE,1,NA,0,NA,0,TRUE,1,NA,0,NA,0,NA,8,NA,0,TRUE,1,NA,0,NA,0,NA,0,Functional,45.641,1
24/02/2020,Tothoro water point 1,-15.8400826,35.4953243,12/12/2019,Yes,Functional,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,9,No,Chrolination was done well,No,No,No,3,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/3b2bff550f7747e6897864eb72b07e14,No,Yes,No,No,No,Yes,NA,NA,27,2,26,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,56.158,3
25/06/2019,Shuga water point 2,-15.8349133,35.4976521,12/12/2019,Yes,Partially Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,We didn't do chrolination due TO headcover was welded and community was not willing remove it,No,No,No,3,Yes,NA,Moderate Wear,Yes,https://api.mwater.co/v3/images/3826858d508043d485b409b460348e2e,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,43.391,2
21/02/2020,Shuga water point 2,-15.8349133,35.4976521,12/12/2019,Yes,Partially Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The borehole is seasonal so it was difficult to find water so chrolination did not took place since there was no water point near by,NA,NA,NA,NA,NA,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/51d9c5d0b47b48cba6966d0237472abb,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Partially Functional,74.504,2
25/06/2019,Nogwe Primary School water point,-15.8361065,35.5067288,12/12/2019,Yes,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The borehole is welded and community refused head cover to removed,NA,NA,NA,NA,NA,NA,As New,Yes,https://api.mwater.co/v3/images/cc251705fdcf4f37a63abcc2016d75c9; https://api.mwater.co/v3/images/ea5bddae43774e58ad5640e198adfcb9,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,49.02,1
26/06/2019,Nogwe water point 3,-15.8367459,35.5150015,11/12/2019,Yes,Functional,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,9,No,NA,No,No,No,3,Yes,NA,As New,Yes,https://api.mwater.co/v3/images/3347db649c4a4f09892b1db2278ad902,No,Yes,No,Yes,No,Yes,NA,NA,35,27,27,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,44.821,1
13/12/2019,Chole borehole,-15.8572531,35.5635416,9/12/2019,Yes,Functional,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,No,NA,No,No,No,3,Yes,NA,As New,Yes,https://api.mwater.co/v3/images/55cb6ccf5d5a463db9465701daf6f9a3,No,No,No,No,No,Yes,NA,NA,38,30,30,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,42.81,1
26/02/2020,Chole borehole,-15.8572531,35.5635416,9/12/2019,Yes,Functional,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,1,1,1,1,1,7,No,NA,Yes,No,No,3,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/90a3cc2019b644858c7af7c91b6c8ed9,No,No,No,No,No,Yes,NA,NA,30,21,21,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,41.131,1
2/7/2019,Chanje borehole 9,-15.7618931,35.4838973,12/12/2019,Yes,Partially Functional,3,2,5,3,4,4,4,5,3,3,2,3,3,4,4,4,3,3,3,2,3,4,3,3,3,3,3,9,Yes,NA,Yes,Yes,Yes,27,Yes,https://api.mwater.co/v3/images/b0fc00cc5f3443f8ab8ee52ccb918693,Moderate Wear,Yes,https://api.mwater.co/v3/images/aaf57a9326614116a01f48fd7e81121a; https://api.mwater.co/v3/images/18e98bb75e174c2daaab68acfc18564c,No,Yes,No,No,No,Yes,NA,NA,27,23,23,Yes,Yes,27,27,NA,NA,NA,NA,TRUE,1,NA,NA,TRUE,1,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,NA,NA,NA,NA,TRUE,1,NA,NA,TRUE,1,TRUE,4,NA,NA,NA,NA,TRUE,4,NA,NA,NA,NA,Functional,57.462,1
21/06/2019,Masamba borehole 2,-15.7020905,35.4410336,20/02/2020,Yes,Functional,2,3,3,2,3,2,3,3,3,1,1,3,2,2,2,3,1,1,2,3,2,4,2,2,2,2,2,6,No,NA,Yes,No,No,18,Yes,https://api.mwater.co/v3/images/13ad1f3460ca4de989f00f8f3bde7117,As New,Yes,https://api.mwater.co/v3/images/57b5f8016372474d9379157a6440e568,No,Yes,No,No,No,Yes,NA,NA,20,15,15,Yes,Yes,0,7,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,Functional,47.974,2
5/7/2019,Khokholiwa borehole 12,-15.6960623,35.5053425,20/02/2020,Yes,Functional,3,3,3,2,3,2,3,3,3,1,2,4,2,3,2,3,3,3,3,3,2,3,2,2,3,3,3,9,No,NA,No,No,No,26,Yes,NA,Moderate Wear,Yes,https://api.mwater.co/v3/images/bac4712a126340d3ba7f5fdcf146a549,No,Yes,No,No,No,Yes,NA,NA,24,20,20,Yes,Yes,24,9,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,Functional,46.66,2
9/12/2019,Khokholiwa borehole 12,-15.6960623,35.5053425,20/02/2020,Yes,Functional,2,2,3,2,3,2,3,1,3,1,1,3,2,3,2,3,2,2,3,3,2,3,2,2,2,2,2,10,No,NA,No,No,No,30,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/4f683cc2664244b0afe833f31a40b856,No,No,No,No,No,Yes,NA,NA,32,30,30,Yes,Yes,30,10,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,TRUE,0,Functional,41.1,1
26/02/2020,Tepani borehole,-15.67436637,35.46948997,20/02/2020,Yes,Functional,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,Missing,1,2,1,1,8,No,NA,No,No,No,8,Yes,https://api.mwater.co/v3/images/e40c13aea3fd4f92bf7d658eafee509b,Extreme Wear,Yes,https://api.mwater.co/v3/images/f9975f7cb1b24a92ac9f0f75669b3a2d,No,Yes,No,No,No,Yes,NA,NA,25,24,24,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,49.183,1
17/06/2019,Lolo borehole,-15.6743995,35.4787421,20/02/2020,Yes,Functional,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,8,No,NA,No,No,No,3,Yes,https://api.mwater.co/v3/images/588b853ef39f4cd8a1d5be1060619bed,As New,Yes,https://api.mwater.co/v3/images/f6e50c9d31de4038820dc135434a298c,No,Yes,No,No,No,Yes,NA,NA,25,24,24,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,45.892,1
8/7/2019,Mlele borehole,-15.9370362,35.4290266,20/02/2020,Yes,Functional,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,No,NA,No,No,No,3,Yes,https://api.mwater.co/v3/images/33177bebbb034c129491ee4424751850,As New,Yes,https://api.mwater.co/v3/images/29110579f0d24daf8392f84590d6e3e4,No,Yes,No,No,Yes,Yes,NA,NA,12,9,9,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,55.821,1
5/12/2019,Mlele borehole,-15.9370362,35.4290266,21/02/2020,Yes,Functional,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,NA,1,1,1,1,1,2,1,8,No,NA,No,No,No,3,Yes,https://api.mwater.co/v3/images/504a637a02914dcd9d3999beda5831de,As New,Yes,https://api.mwater.co/v3/images/7daa8301432347e79f3bd39c21d4f3ba,No,Yes,No,No,No,Yes,NA,NA,26,24,24,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,45.704,1
19/06/2019,Sankhani borehole,-15.9381273,35.4206796,21/02/2020,Yes,Functional,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,9,No,NA,No,No,No,3,Yes,https://api.mwater.co/v3/images/04ce315e894a414dbdbcacd9169ceb35,As New,Yes,https://api.mwater.co/v3/images/25c21d8907474e90ad0f0a98f9eee04b,No,Yes,No,No,No,Yes,NA,NA,27,25,25,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,55.97,1
21/02/2020,Sankhani borehole,-15.9381273,35.4206796,21/02/2020,Yes,Functional,2,3,2,3,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,3,2,3,2,3,3,2,2,12,No,The borehole need clorination only. All parts are on Good condition,No,Yes,No,24,Yes,NA,Moderate Wear,Yes,https://api.mwater.co/v3/images/33abd6316ec74db0ae92ea65355aa3d7,No,Yes,No,No,Yes,Yes,NA,NA,40,36,36,Yes,Yes,36,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,51.632,1
2/7/2019,Chapweteka Borehole 1,-15.8853903,35.3361042,21/02/2020,Yes,Functional,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,9,No,NA,No,No,No,3,Yes,https://api.mwater.co/v3/images/aa2cd9f3154d47cab742f23b699a3106,As New,Yes,https://api.mwater.co/v3/images/640551d3282d4c3c8d675930de831b46,No,Yes,No,No,Yes,Yes,NA,NA,27,26,26,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,44.793,1
7/3/2020,Chapweteka Borehole 1,-15.8853903,35.3361042,21/02/2020,Yes,Functional,3,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,3,2,2,4,No,The borehole is ok but it will be chlorinated since it has postive ecoli,No,No,No,10,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/5491e487a60848809940f35c32ef5e89,No,Yes,No,No,No,Yes,NA,NA,12,10,10,Yes,Yes,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,52.399,1
2/7/2019,Chapweteka Borehole 2,-15.8813325,35.3414446,21/02/2020,Yes,Functional,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,2,3,3,2,2,3,2,2,3,2,2,3,13,No,The borehole is performing nicely but it only requires clorination since there is postive ecoli,No,No,No,50,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/dbb91e6cc8c84ed2868ab5e99ae48cc1,Yes,Yes,No,No,No,Yes,NA,NA,45,40,40,Yes,Yes,40,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Functional,48.301,1
11/12/2019,Chapweteka Borehole 2,-15.8813325,35.3414446,21/02/2020,Yes,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,No,NA,No,No,No,3,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/8db01986873a4518bff5127b9c08d022,No,Yes,No,No,No,Yes,NA,NA,27,26,27,Yes,Yes,3,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,41.652,1
7/3/2020,Chapweteka Borehole 3,-15.8796215,35.3472599,21/02/2020,Yes,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,No,No,3,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/70464649f6ab40cf8575f0629fabb8c2,Yes,No,No,Yes,No,Yes,NA,NA,24,23.5,24,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,40.791,2
1/7/2019,Wanama borehole 1,-15.8693765,35.3935475,21/02/2020,Yes,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,No,NA,No,No,No,3,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/1ea3078f4188494ea9b0111f502cb401,Yes,Yes,Yes,No,No,Yes,NA,NA,33,32.5,33,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,42.562,2
6/12/2019,Wanama borehole 1,-15.8693765,35.3935475,20/02/2020,Yes,Functional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,No,NA,No,No,No,3,Yes,NA,Minimal Wear,Yes,https://api.mwater.co/v3/images/4074f6def6bd4a95a0b93ad004742c54,Yes,Yes,No,No,No,Yes,NA,NA,34,33,34,Yes,Yes,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,Functional,44,1
